Symbol,Company Name,Exchange,Industry,Market Cap
TSXV:XCYT,Xcyte Digital Corp.,TSX Venture Exchange,Shell Companies,23080200
TSXV:RDG,Ridgeline Minerals Corp.,TSX Venture Exchange,Gold,23072640
TSXV:EPL,Eagle Plains Resources Ltd.,TSX Venture Exchange,Other Industrial Metals & Mining,23040445
TSXV:BVA,Bravada Gold Corporation,TSX Venture Exchange,Other Industrial Metals & Mining,18211199
TSXV:NZ,New Zealand Energy Corp.,TSX Venture Exchange,Oil & Gas Exploration & Production,24582880
TSXV:VLLC,Argentina Metals Corp.,TSX Venture Exchange,Copper Ores,14314669
TSXV:CSO.H,Corsa Coal Corp.,TSX Venture Exchange,Bituminous Coal And Lignite Mining,
TSXV:HOH,High Arctic Overseas Holdings Corp.,TSX Venture Exchange,Oil & Gas Equipment & Services,22970675
TSXV:ANOR,AnorTech Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,22705317
TSXV:IRO,Inter-Rock Minerals Inc.,TSX Venture Exchange,Packaged Foods,22565516
TSXV:CDB,Cordoba Minerals Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,22146447
TSXV:PEI,Prospera Energy Inc.,TSX Venture Exchange,Oil & Gas Exploration & Production,22082655
TSXV:PMI,Perseverance Metals Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,22007536
TSXV:OAM,OverActive Media Corp.,TSX Venture Exchange,Entertainment,22104930
TSXV:DGC,Daura Gold Corp.,TSX Venture Exchange,Gold,20354010
TSXV:TSLV,Tier One Silver Inc.,TSX Venture Exchange,Other Precious Metals & Mining,14979805
TSXV:RLYG,Riley Gold Corp.,TSX Venture Exchange,Other Precious Metals & Mining,31759180
TSXV:USCU,US Copper Corp.,TSX Venture Exchange,Copper,21927681
TSXV:HFC,Hampton Financial Corporation,TSX Venture Exchange,Capital Markets,21862308
TSXV:BSK,Blue Sky Uranium Corp.,TSX Venture Exchange,Uranium,18211550
TSXV:SQG,Spackman Equities Group Inc.,TSX Venture Exchange,Asset Management,22915338
TSXV:EVNI,EV Nickel Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,16682919
TSXV:JZR,JZR Gold Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,20208256
TSXV:CCMC,Core Critical Metals Corp.,TSX Venture Exchange,Gold,13923525
TSXV:NTH,Nord Precious Metals Mining Inc.,TSX Venture Exchange,Silver,8181473
TSXV:MIVO,Miivo Holdings Corp.,TSX Venture Exchange,Asset Management,21247506
TSXV:TOTC,Totec Resources Ltd.,TSX Venture Exchange,Shell Companies,21255038
TSXV:VPT,Ventripoint Diagnostics Ltd.,TSX Venture Exchange,Medical Devices,20642510
TSXV:NAM,New Age Metals Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,15845800
TSXV:VAU,Viva Gold Corp.,TSX Venture Exchange,Gold,17463840
TSXV:SF,Safi Silver Corp.,TSX Venture Exchange,Other,
TSXV:VO,ValOre Metals Corp.,TSX Venture Exchange,Uranium,20396325
TSXV:PTEC,Principal Technologies Inc.,TSX Venture Exchange,Health Information Services,20170670
TSXV:EVI,Eastport Critical Metals Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,18548350
TSXV:IDEX,IDEX Metals Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,20667204
TSXV:UTWO,U92 Energy Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,20175826
TSXV:STUV,Stuve Gold Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,23242666
TSXV:CTV,CleanTech Vanadium Mining Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,19671994
TSXV:RZL,RZOLV Technologies Inc.,TSX Venture Exchange,Chemicals,21483450
TSXV:ASG,Aurora Spine Corporation,TSX Venture Exchange,Medical Devices,19523050
TSXV:DMCU,Domestic Metals Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,18338552
TSXV:FORT,Fort Technology Inc.,TSX Venture Exchange,Information Technology,49179768
TSXV:AXE,Acceleware Ltd.,TSX Venture Exchange,Software - Application,19322395
TSXV:NHHH,FuelPositive Corporation,TSX Venture Exchange,Electrical Equipment & Parts,19273658
TSXV:AURA,Auranova Resources Inc.,TSX Venture Exchange,Gold,20043218
TSXV:TBK,Trailbreaker Resources Ltd.,TSX Venture Exchange,Gold,18181266
TSXV:FRI,Freeport Resources Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,13134200
TSXV:GPM,GPM Metals Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,17526958
TSXV:BHS,Bayhorse Silver Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,16150095
TSXV:NSCI,Nanalysis Scientific Corp.,TSX Venture Exchange,Scientific & Technical Instruments,16614654
TSXV:HIDE,Hydaway Digital Corp.,TSX Venture Exchange,Software - Application,20839400
TSXV:FFOX,FireFox Gold Corp.,TSX Venture Exchange,Gold,97576800
TSXV:LOD,Lode Gold Resources Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,13848750
TSXV:ICGH,IC Group Holdings Inc.,TSX Venture Exchange,Advertising Agencies,18167850
TSXV:SWA,Sarama Resources Ltd,TSX Venture Exchange,Gold,18522821
TSXV:CLIP,Clip Money Inc.,TSX Venture Exchange,Software - Infrastructure,18522465
TSXV:WGF,Wescan Goldfields Inc.,TSX Venture Exchange,Gold,15943876
TSXV:SBMI,Silver Bullet Mines Corp.,TSX Venture Exchange,Other Precious Metals & Mining,17726067
TSXV:VTX,Vertex Resource Group Ltd.,TSX Venture Exchange,Waste Management,17924302
TSXV:IB,IBC Advanced Alloys Corp.,TSX Venture Exchange,Metal Fabrication,18437878
TSXV:TORR,Torrent Capital Ltd.,TSX Venture Exchange,Asset Management,18326508
TSXV:CNRI,Canadian North Resources Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,18291251
TSXV:HWY,Highway 50 Gold Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,18703562
TSXV:KALO,Kalo Gold Corp.,TSX Venture Exchange,Gold,12393996
TSXV:CN,Condor Resources Inc.,TSX Venture Exchange,Other Precious Metals & Mining,18040560
TSXV:NSU,North Shore Uranium Ltd.,TSX Venture Exchange,Uranium,17337202
TSXV:MDX,MedX Health Corp,TSX Venture Exchange,Medical Devices,18036278
TSXV:YEG,Yorkton Equity Group Inc.,TSX Venture Exchange,Real Estate - Diversified,18020492
TSXV:STS,South Star Battery Metals Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,8980314
TSXV:PCQ,Petrolympic Ltd.,TSX Venture Exchange,Oil & Gas Exploration & Production,12770093
TSXV:KDA,KDA Group Inc.,TSX Venture Exchange,Health Information Services,15003697
TSXV:SAE,Sable Resources Ltd.,TSX Venture Exchange,Other Precious Metals & Mining,17612736
TSXV:ENDR,Enduro Metals Corporation,TSX Venture Exchange,Other Precious Metals & Mining,7523327
TSXV:OMM,Omineca Mining and Metals Ltd.,TSX Venture Exchange,Gold,17403372
TSXV:IMI,Ironman International Ltd.,TSX Venture Exchange,Engineering & Construction,17358508
TSXV:BARU,Baru Gold Corporation,TSX Venture Exchange,Gold,17170629
TSXV:VZZ,Val-d'Or Mining Corporation,TSX Venture Exchange,Other Industrial Metals & Mining,17042122
TSXV:CBG,Chibougamau Independent Mines Inc.,TSX Venture Exchange,Other Precious Metals & Mining,16365125
TSXV:ZAC,Zacatecas Silver Corp.,TSX Venture Exchange,Silver,11676000
TSXV:GRG,Golden Arrow Resources Corporation,TSX Venture Exchange,Other Industrial Metals & Mining,16941660
TSXV:ZNX,ZincX Resources Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,16910654
TSXV:QYOU,QYOU Media Inc.,TSX Venture Exchange,Entertainment,16896227
TSXV:NBY,Niobay Metals Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,9655020
TSXV:CPAU,CopAur Minerals Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,12277357
TSXV:COCO,Coast Copper Corp.,TSX Venture Exchange,Other Precious Metals & Mining,16852372
TSXV:AMY,RecycLiCo Battery Materials Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,16834618
TSXV:JJ,Jackpot Digital Inc.,TSX Venture Exchange,Gambling,16788960
TSXV:BEEP,Geiger Energy Corporation,TSX Venture Exchange,Uranium,11081845
TSXV:SAO,South Atlantic Gold Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,9871711
TSXV:RYO,Rio Silver Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,4665815
TSXV:ELC,Elysee Development Corp.,TSX Venture Exchange,Asset Management,16383202
TSXV:RE,RE Royalties Ltd.,TSX Venture Exchange,Utilities - Renewable,16320738
TSXV:YNV,Ynvisible Interactive Inc.,TSX Venture Exchange,Electronic Components,16204600
TSXV:CTEK,Cleantek Industries Inc.,TSX Venture Exchange,Specialty Industrial Machinery,18761840
TSXV:GMV,GMV Minerals Inc.,TSX Venture Exchange,Gold,11745793
TSXV:SR,Strategic Resources Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,16232699
TSXV:CRI,Churchill Resources Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,10768050
TSXV:SGC,Solstice Gold Corp.,TSX Venture Exchange,Gold,15748920
TSXV:MTT,Magna Terra Minerals Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,13310232
TSXV:GFM.H,GFM Resources Limited,TSX Venture Exchange,Other Industrial Metals & Mining,1335957
TSXV:RBZ,Arya Resources Ltd.,TSX Venture Exchange,Other Industrial Metals & Mining,16473798
TSXV:FYL,Finlay Minerals Ltd.,TSX Venture Exchange,Other Precious Metals & Mining,15291089
TSXV:NTLX,Neurothera Labs Inc.,TSX Venture Exchange,Drug Manufacturers - General,13584000
TSXV:CAF,Canaf Investments Inc.,TSX Venture Exchange,Coking Coal,15176382
TSXV:GZD,Grizzly Discoveries Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,14796600
TSXV:TT,Total Metals Corp.,TSX Venture Exchange,Other Precious Metals & Mining,7388197
TSXV:ELEC,Electric Royalties Ltd.,TSX Venture Exchange,Other Industrial Metals & Mining,15084107
TSXV:RDU,Radius Gold Inc.,TSX Venture Exchange,Gold,14752292
TSXV:NOB,Noble Mineral Exploration Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,14532815
TSXV:KDSX,Kadestone Capital Corp.,TSX Venture Exchange,Real Estate - Development,15017039
TSXV:VAND,Largo Physical Vanadium Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,14966952
TSXV:OOR,Opus One Gold Corporation,TSX Venture Exchange,Gold,14951795
TSXV:BONE,Boron One Holdings Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,13932610
TSXV:AUX,Golden Cross Resources Inc.,TSX Venture Exchange,Gold,11498297
TSXV:GDP,Golden Pursuit Resources Ltd.,TSX Venture Exchange,Other Precious Metals & Mining,12364495
TSXV:LIT,Argentina Lithium & Energy Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,12060650
TSXV:PCLO,PharmaCielo Ltd.,TSX Venture Exchange,Drug Manufacturers - Specialty & Generic,13158859
TSXV:DEC,Decade Resources Ltd.,TSX Venture Exchange,Other Industrial Metals & Mining,10277081
TSXV:TLA,Titan Logix Corp.,TSX Venture Exchange,Specialty Industrial Machinery,14737098
TSXV:CMC,Cielo Waste Solutions Corp.,TSX Venture Exchange,Waste Management,8238090
TSXV:VRY,Petro-Victory Energy Corp.,TSX Venture Exchange,Oil & Gas Exploration & Production,14714401
TSXV:CRG,Crossroads Gold Corp.,TSX Venture Exchange,Gold,13654456
TSXV:AUME,Auriginal Mining Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,14556560
TSXV:VVTM,VVT Med Inc.,TSX Venture Exchange,Medical Devices,13366720
TSXV:PLUR,Plurilock Security Inc.,TSX Venture Exchange,Software - Infrastructure,10243143
TSXV:CHS,"Comprehensive Healthcare Systems, Inc.",TSX Venture Exchange,Health Information Services,9018532
TSXV:RSMX,Regency Silver Corp.,TSX Venture Exchange,Silver,9961899
TSXV:PINN,Pinnacle Silver and Gold Corp.,TSX Venture Exchange,Gold,14244916
TSXV:GGI,Garibaldi Resources Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,14443853
TSXV:VTEN,V Ten Metals Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,14288590
TSXV:WRR,Walker River Resources Corp.,TSX Venture Exchange,Gold,14327847
TSXV:SME,Sama Resources Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,14304449
TSXV:SXL,Slam Exploration Ltd.,TSX Venture Exchange,Gold,14301340
TSXV:EMN,Euro Manganese Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,8643935
TSXV:SKEL,Skeleton Coast Uranium Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,3180944
TSXV:ABA,Abasca Resources Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,15201794
TSXV:NOW,NowVertical Group Inc.,TSX Venture Exchange,Software - Infrastructure,13838530
TSXV:BFM,Bedford Metals Corp.,TSX Venture Exchange,Gold,14084678
TSXV:HC,Hypercharge Networks Corp.,TSX Venture Exchange,Auto Parts,6654507
TSXV:CWV,Crown Point Energy Inc.,TSX Venture Exchange,Oil & Gas Exploration & Production,13848669
TSXV:RAGE,Renegade Gold Inc.,TSX Venture Exchange,Gold,14424923
TSXV:AIR,Clean Air Metals Inc.,TSX Venture Exchange,Other Precious Metals & Mining,13780623
TSXV:NEXE,NEXE Innovations Inc.,TSX Venture Exchange,Packaging & Containers,13621062
TSXV:MAX,Max Resource Corp.,TSX Venture Exchange,Other Precious Metals & Mining,14986980
TSXV:KEEK,Keek Social Inc.,TSX Venture Exchange,Internet Content & Information,13539086
TSXV:TTZ,Total Telcom Inc.,TSX Venture Exchange,Communication Equipment,13526730
TSXV:CGD,Carlin Gold Corporation,TSX Venture Exchange,Gold,13410399
TSXV:HLU,Homeland Uranium Corp.,TSX Venture Exchange,Uranium,12839898
TSXV:STND,Standard Uranium Ltd.,TSX Venture Exchange,Uranium,8856480
TSXV:MPH,Medicure Inc.,TSX Venture Exchange,Drug Manufacturers - Specialty & Generic,13567207
TSXV:CNO,California Nanotechnologies Corp.,TSX Venture Exchange,Specialty Chemicals,11968943
TSXV:CEQ,Criterium Energy Ltd.,TSX Venture Exchange,Oil & Gas Exploration & Production,13975123
TSXV:PEMC,Pacific Empire Minerals Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,8184167
TSXV:ECOM,EMERGE Commerce Ltd.,TSX Venture Exchange,Internet Retail,11205130
TSXV:STMP,Stamper Oil & Gas Corp.,TSX Venture Exchange,Oil & Gas Exploration & Production,12412012
TSXV:NWX,Newport Exploration Ltd.,TSX Venture Exchange,Other Industrial Metals & Mining,13197484
TSXV:KORE,KORE Mining Ltd.,TSX Venture Exchange,Gold,32388160
TSXV:IQ,AirIQ Inc.,TSX Venture Exchange,Software - Application,13143998
TSXV:SEGN,Seegnal Inc.,TSX Venture Exchange,Health Information Services,14502090
TSXV:MTS,Metallis Resources Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,13018950
TSXV:FREQ,Frequency Exchange Corp.,TSX Venture Exchange,Medical Devices,12968146
TSXV:SPN,Snipp Interactive Inc.,TSX Venture Exchange,Advertising Agencies,12920122
TSXV:LOT,TomaGold Corporation,TSX Venture Exchange,Gold,9590080
TSXV:LXM,Lux Metals Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,12689361
TSXV:RW,RenoWorks Software Inc.,TSX Venture Exchange,Software - Application,12679403
TSXV:GGAU,Galactic Gold Corp.,TSX Venture Exchange,Gold,13250938
TSXV:BAT,Batero Gold Corp.,TSX Venture Exchange,Other Precious Metals & Mining,12094150
TSXV:BAY,Aston Bay Holdings Ltd.,TSX Venture Exchange,Other Industrial Metals & Mining,12647482
TSXV:BTCW,Bitcoin Well Inc.,TSX Venture Exchange,Capital Markets,5288220
TSXV:LBI,Lions Bay Capital Inc.,TSX Venture Exchange,Asset Management,45473920
TSXV:TRO,Taranis Resources Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,11411344
TSXV:SNG,Silver Range Resources Ltd.,TSX Venture Exchange,Other Precious Metals & Mining,12333138
TSXV:RAMP,Ramp Metals Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,12363113
TSXV:CSX,Clean Seed Capital Group Ltd.,TSX Venture Exchange,Farm & Heavy Construction Machinery,8422317
TSXV:WLF,Wolfden Resources Corporation,TSX Venture Exchange,Other Industrial Metals & Mining,12338147
TSXV:AEMC,Alaska Energy Metals Corporation,TSX Venture Exchange,Other Precious Metals & Mining,12316170
TSXV:SMY,Search Minerals Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,11152800
TSXV:PA,Palamina Corp.,TSX Venture Exchange,Gold,9312529
TSXV:MGMA,Magma Silver Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,10851853
TSXV:FCI,First Canadian Graphite Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,7676370
TSXV:KAPA,Kapa Gold Inc.,TSX Venture Exchange,Gold,10849052
TSXV:ALTU,Altura Energy Corp.,TSX Venture Exchange,Oil & Gas Exploration & Production,6592676
TSXV:REX,Orex Minerals Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,6157502
TSXV:PEX,Pacific Ridge Exploration Ltd.,TSX Venture Exchange,Other Precious Metals & Mining,7294764
TSXV:GPS,Great Plains Metals Corp.,TSX Venture Exchange,Gold,13849330
TSXV:MEK,Metals Creek Resources Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,11854843
TSXV:GT,GT Resources Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,11668290
TSXV:ABR,Arbor Metals Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,11643547
TSXV:BCU,Bell Copper Corporation,TSX Venture Exchange,Copper,11580829
TSXV:BAG,Blende Silver Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,10839805
TSXV:GIGA,Giga Metals Corporation,TSX Venture Exchange,Other Industrial Metals & Mining,9855825
TSXV:NICN,NiCAN Limited,TSX Venture Exchange,Other Industrial Metals & Mining,11112467
TSXV:BRED,Purebread Brands Inc.,TSX Venture Exchange,Restaurants,6781038
TSXV:ICM,Iconic Minerals Ltd.,TSX Venture Exchange,Gold,9330540
TSXV:EXG,ExGen Resources Inc.,TSX Venture Exchange,Other Precious Metals & Mining,10369231
TSXV:LAB,Labrador Gold Corp.,TSX Venture Exchange,Gold,11900699
TSXV:GCOM,Green Shift Commodities Ltd.,TSX Venture Exchange,Other Industrial Metals & Mining,11018097
TSXV:TRBE,Tribe Property Technologies Inc.,TSX Venture Exchange,Software - Application,11004563
TSXV:OCEN,Transoceanic Investments Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,10157555
TSXV:NCP,Nickel Creek Platinum Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,12056902
TSXV:URZ,URZ3 Energy Corp.,TSX Venture Exchange,Uranium,10988837
TSXV:MSC,Millennium Silver Corp.,TSX Venture Exchange,Other Precious Metals & Mining,10915176
TSXV:HEM,Hemostemix Inc.,TSX Venture Exchange,Biotechnology,10878805
TSXV:EVGN,EverGen Infrastructure Corp.,TSX Venture Exchange,Waste Management,10869180
TSXV:MOX,Morien Resources Corp.,TSX Venture Exchange,Thermal Coal,8940870
TSXV:ESBL,Eshbal Functional Food Inc.,TSX Venture Exchange,Packaged Foods,10802506
TSXV:CQR,Conquest Resources Limited,TSX Venture Exchange,Gold,10834397
TSXV:TOM,Trinity One Metals Ltd.,TSX Venture Exchange,Gold,552370
TSXV:MRVL,Marvel Biosciences Corp.,TSX Venture Exchange,Biotechnology,10714809
TSXV:GUF,Gulf & Pacific Equities Corp.,TSX Venture Exchange,Real Estate Services,11133555
TSXV:REC,Record Resources Inc.,TSX Venture Exchange,Oil & Gas Exploration & Production,10702756
TSXV:ACL,A.C.L. Construction Ltd.,TSX Venture Exchange,Engineering & Construction,10660700
TSXV:ZON,Zonte Metals Inc.,TSX Venture Exchange,Gold,11489054
TSXV:FDI,Findev Inc.,TSX Venture Exchange,Mortgage Finance,10599553
TSXV:AUGC,Au Gold Corp.,TSX Venture Exchange,Gold,6567961
TSXV:XTAO.U,xTAO Inc.,TSX Venture Exchange,Software - Infrastructure,9993268
TSXV:PVIS,Parvis Invest Inc.,TSX Venture Exchange,Asset Management,9102390
TSXV:ERA,Elcora Advanced Materials Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,4259425
TSXV:OC,Olive Resource Capital Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,10320721
TSXV:TORQ,Torq Resources Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,10224343
TSXV:MNRG,Monumental Energy Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,5368834
TSXV:FROG,Bullfrog Gold Corporation,TSX Venture Exchange,Other Industrial Metals & Mining,4952388
TSXV:MBO,Mobio Technologies Inc.,TSX Venture Exchange,Software - Application,2509100
TSXV:RCT,Rochester Resources Ltd.,TSX Venture Exchange,Gold,10036766
TSXV:TRCG,Thistle Resources Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,10311876
TSXV:AZR,Azarga Metals Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,10005154
TSXV:AUQ,AuQ Gold Mining Inc.,TSX Venture Exchange,Gold,10178375
TSXV:RUSH,Carolina Rush Corporation,TSX Venture Exchange,Gold,7717956
TSXV:BGD,Bullion Gold Discoveries Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,9253803
TSXV:SGU,Signature Resources Ltd.,TSX Venture Exchange,Gold,7382460
TSXV:EVER,Evergold Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,5590000
TSXV:MQM,MetalQuest Mining Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,5382960
TSXV:TG,Trifecta Gold Ltd.,TSX Venture Exchange,Gold,9778853
TSXV:MYID,Reklaim Ltd.,TSX Venture Exchange,Software - Application,9698250
TSXV:RYE,Rhyolite Resources Ltd.,TSX Venture Exchange,Gold,10718526
TSXV:DYG,Dynasty Gold Corp.,TSX Venture Exchange,Gold,10353100
TSXV:YFI,Edgewater Wireless Systems Inc.,TSX Venture Exchange,Communication Equipment,9565381
TSXV:LMG,Lincoln Gold Mining Inc.,TSX Venture Exchange,Gold,10010746
TSXV:KSM,Kirkstone Metals Corp.,TSX Venture Exchange,Uranium,8172083
TSXV:CLIC,Comet Lithium Corporation,TSX Venture Exchange,Other Precious Metals & Mining,9804616
TSXV:DWS,Diamond Estates Wines & Spirits Inc.,TSX Venture Exchange,Beverages - Wineries & Distilleries,9494566
TSXV:NOVA,EraNova Metals Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,8458463
TSXV:NBVA,Nubeva Technologies Ltd.,TSX Venture Exchange,Software - Infrastructure,9473461
TSXV:HPL,Horizon Petroleum Ltd.,TSX Venture Exchange,Oil & Gas Exploration & Production,8731030
TSXV:FFU,F4 Uranium Corp.,TSX Venture Exchange,Uranium,9519111
TSXV:GRF,Green Rise Foods Inc.,TSX Venture Exchange,Farm Products,9289617
TSXV:ROX,Canstar Resources Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,9288695
TSXV:AWE,Thunderstruck Resources Ltd.,TSX Venture Exchange,Other Industrial Metals & Mining,5559047
TSXV:THP,Totally Hip Technologies Inc.,TSX Venture Exchange,Consulting Services,9194305
TSXV:EDY,Eddy Smart Home Solutions Ltd.,TSX Venture Exchange,Scientific & Technical Instruments,9192935
TSXV:ALTN,Aeonian Resources Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,9183083
TSXV:TTGI,Turnium Technology Group Inc.,TSX Venture Exchange,Software - Infrastructure,10186533
TSXV:DFR,DFR Gold Inc.,TSX Venture Exchange,Other Precious Metals & Mining,7109889
TSXV:ORS,Orestone Mining Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,6670800
TSXV:VUX,Vital Energy Inc.,TSX Venture Exchange,Oil & Gas Exploration & Production,9096997
TSXV:WISH,Wishpond Technologies Ltd.,TSX Venture Exchange,Software - Application,9070033
TSXV:NRM,Noram Lithium Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,8146809
TSXV:SATO,SATO Technologies Corp.,TSX Venture Exchange,Capital Markets,9005079
TSXV:FOBI,Fobi AI Inc.,TSX Venture Exchange,Software - Infrastructure,9787279
TSXV:PEZM.H,PEZM Gold Inc.,TSX Venture Exchange,Shell Companies,8976450
TSXV:RKR,Rokmaster Resources Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,8122072
TSXV:YTY,Wi2Wi Corporation,TSX Venture Exchange,Communication Equipment,8920486
TSXV:EXCL,Excalibur Metals Corp.,TSX Venture Exchange,Other Precious Metals & Mining,7954735
TSXV:TGC,Toogood Gold Corp.,TSX Venture Exchange,Gold Ores,
TSXV:LITT,FutureGen Industries Corp.,TSX Venture Exchange,Asset Management,5547738
TSXV:NAR,North Arrow Minerals Inc.,TSX Venture Exchange,Other Precious Metals & Mining,5430243
TSXV:BTU,BTU Metals Corp.,TSX Venture Exchange,Gold,7431051
TSXV:TGX,TGX Energy & Resources Inc.,TSX Venture Exchange,Other Precious Metals & Mining,9293090
TSXV:NVX,NV Gold Corporation,TSX Venture Exchange,Gold,6173550
TSXV:TMET,Torr Metals Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,4168668
TSXV:CPS,Canadian Premium Sand Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,8799580
TSXV:BIRD,Thunderbird Minerals Corp.,TSX Venture Exchange,Other Precious Metals & Mining,6747015
TSXV:ADYA,Adya Inc.,TSX Venture Exchange,Telecom Services,8737010
TSXV:INX,Intouch Insight Ltd.,TSX Venture Exchange,Software - Application,7546990
TSXV:TSD,Tsodilo Resources Limited,TSX Venture Exchange,Other Precious Metals & Mining,8668265
TSXV:AIS,A.I.S. Resources Limited,TSX Venture Exchange,Gold,6792340
TSXV:DNO,Dinero Ventures Ltd.,TSX Venture Exchange,Gold,7759243
TSXV:SGZ,Sego Resources Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,8560653
TSXV:FBF,Fab-Form Industries Ltd.,TSX Venture Exchange,Building Materials,8532292
TSXV:SC.H,Serrano Resources Ltd.,TSX Venture Exchange,Oil & Gas Exploration & Production,8502603
TSXV:WGLD,Western Gold Exploration Ltd.,TSX Venture Exchange,Gold,9983170
TSXV:OEC.H,Oracle Energy Corp.,TSX Venture Exchange,Crude Petroleum and Natural Gas,
TSXV:CCMI,Canadian Critical Minerals Inc.,TSX Venture Exchange,Other Precious Metals & Mining,10130384
TSXV:NRN,Northern Shield Resources Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,6241900
TSXV:DSY,Destiny Media Technologies Inc.,TSX Venture Exchange,Software - Application,4818705
TSXV:GIG,XAU Resources Inc.,TSX Venture Exchange,Gold,8305750
TSXV:STRM,Storm Exploration Inc.,TSX Venture Exchange,Other Precious Metals & Mining,8783156
TSXV:FIN,Grit Metals Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,7623214
TSXV:PWER,Global Power Solutions Corp.,TSX Venture Exchange,Engineering & Construction,8267772
TSXV:BOL,Bold Ventures Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,8321918
TSXV:ALFA.UN,Margaux Real Estate Investment Trust,TSX Venture Exchange,REIT - Industrial,9080541
TSXV:NNX,Nickel North Exploration Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,3690225
TSXV:FMN,Fidelity Minerals Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,8419300
TSXV:SGE,Strategem Capital Corporation,TSX Venture Exchange,Asset Management,8111680
TSXV:SKP,StrikePoint Gold Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,5407337
TSXV:FAIR,Fairchild Gold Corp.,TSX Venture Exchange,Gold,8082650
