Symbol,Company Name,Exchange,Industry,Market Cap
TSXV:FTEC,Fintech Select Ltd.,TSX Venture Exchange,Software - Infrastructure,2801733
TSXV:DEAL,Playgon Games Inc.,TSX Venture Exchange,Software - Application,2031280
TSXV:NAP,Napoleon Resources Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,1928309
TSXV:ANTL,Antler Gold Inc.,TSX Venture Exchange,Gold,2724928
TSXV:KGC,Kestrel Gold Inc.,TSX Venture Exchange,Gold,2718025
TSXV:RMI,Ridgestone Mining Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,2677716
TSXV:AGH.H,Canadian Silver Hunter Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,427795
TSXV:GBML,Global Battery Metals Ltd.,TSX Venture Exchange,Other Industrial Metals & Mining,1413707
TSXV:BEAR,Big Bear Gold Corp.,TSX Venture Exchange,Gold,1810575
TSXV:APMI,Apogee Minerals Ltd.,TSX Venture Exchange,Gold,2631600
TSXV:KGS,Kingman Minerals Ltd.,TSX Venture Exchange,Other Precious Metals & Mining,756156
TSXV:UNO.H,Northern Uranium Corp.,TSX Venture Exchange,Uranium,2621056
TSXV:JJJJ,J4 Ventures Resources Corp.,TSX Venture Exchange,"Unit Investment Trusts, Face-Amount Certificate Offices, and Closed-End Management Investment Offices",
TSXV:IZZ,International Prospect Ventures Ltd.,TSX Venture Exchange,Other Industrial Metals & Mining,2552425
TSXV:ODX.H,Odyssey Resources Limited,TSX Venture Exchange,Other Industrial Metals & Mining,2549244
TSXV:NGY,Nexera Energy Inc.,TSX Venture Exchange,Oil & Gas Exploration & Production,2548261
TSXV:CTN,Centurion Minerals Ltd.,TSX Venture Exchange,Other Industrial Metals & Mining,3618518
TSXV:CZZ,Cleghorn Minerals Ltd.,TSX Venture Exchange,Other Industrial Metals & Mining,2515750
TSXV:ATI.H,Altai Resources Inc.,TSX Venture Exchange,Metal Mining,
TSXV:OPHR,Ophir Metals Corp.,TSX Venture Exchange,Gold,2497154
TSXV:POOL,Pool Safe Inc.,TSX Venture Exchange,Leisure,2485569
TSXV:NEW.H,New Target Mining Corp.,TSX Venture Exchange,Gold Ores,
TSXV:EGM,EnGold Mines Ltd.,TSX Venture Exchange,Other Industrial Metals & Mining,2482892
TSXV:ALY,AnalytixInsight Inc.,TSX Venture Exchange,Software - Application,2433734
TSXV:WATR,Current Water Technologies Inc.,TSX Venture Exchange,Pollution & Treatment Controls,2465900
TSXV:SMR.H,Shine Minerals Corp.,TSX Venture Exchange,Metal Mining,
TSXV:BP.H,Backstageplay Inc.,TSX Venture Exchange,Other,5487548
TSXV:VYC.H,Vanity Capital Inc.,TSX Venture Exchange,Shell Companies,2422692
TSXV:CUEX,CopperEx Resources Corporation,TSX Venture Exchange,Other Industrial Metals & Mining,2705806
TSXV:ADD,Arctic Star Exploration Corp.,TSX Venture Exchange,Other Precious Metals & Mining,2387104
TSXV:AVG,Avidian Gold Corp.,TSX Venture Exchange,Gold,1545088
TSXV:RMO,Rainy Mountain Royalty Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,2362516
TSXV:AML,Akwaaba Mining Ltd.,TSX Venture Exchange,Gold,2339694
TSXV:PRS.H,Prism Resources Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,2337543
TSXV:CSTR,CryptoStar Corp.,TSX Venture Exchange,Capital Markets,2329487
TSXV:PAT,Patterson Metals Corp.,TSX Venture Exchange,Uranium,2310987
TSXV:SRQ,SRQ Resources Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,2535260
TSXV:VCV,Vatic Ventures Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,1654055
TSXV:FWTC,Forward Water Technologies Corp.,TSX Venture Exchange,Utilities - Regulated Water,2212856
TSXV:VRB,Vanadiumcorp Resource Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,1354609
TSXV:STW,Stockworks Gold Inc.,TSX Venture Exchange,Gold,1632951
TSXV:JDN,Jayden Resources Inc.,TSX Venture Exchange,Other Precious Metals & Mining,1667760
TSXV:TORC,TinOne Resources Inc.,TSX Venture Exchange,Gold,2189058
TSXV:ALT,Alturas Minerals Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,2184482
TSXV:GVR,Grosvenor Resource Corporation,TSX Venture Exchange,Other Precious Metals & Mining,2171046
TSXV:PGX,Prosper Gold Corp.,TSX Venture Exchange,Gold,2170258
TSXV:PTC,Petrox Resources Corp.,TSX Venture Exchange,Oil & Gas Exploration & Production,1891852
TSXV:AGET,AGEDB Technology Ltd.,TSX Venture Exchange,Software - Infrastructure,2160178
TSXV:LSD.H,Lightspeed Discoveries Inc.,TSX Venture Exchange,Metal Mining,
TSXV:CTG,Centenario Gold Corp.,TSX Venture Exchange,Gold,2126658
TSXV:RVLY,Rivalry Corp.,TSX Venture Exchange,Gambling,436345
TSXV:CANB,CanadaBis Capital Inc.,TSX Venture Exchange,Drug Manufacturers - Specialty & Generic,2115342
TSXV:UIG,Urban Infrastructure Group Inc.,TSX Venture Exchange,Engineering & Construction,2098458
TSXV:FG,Falcon Gold Corp.,TSX Venture Exchange,Gold,2372455
TSXV:WFLD,Wellfield Technologies Inc.,TSX Venture Exchange,Software - Application,2074312
TSXV:FEX,Fjordland Exploration Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,2073388
TSXV:JEC,Jura Energy Corporation,TSX Venture Exchange,Oil & Gas Exploration & Production,2072290
TSXV:BET,NorthStar Gaming Holdings Inc.,TSX Venture Exchange,Gambling,2067647
TSXV:EKG,"CardioComm Solutions, Inc.",TSX Venture Exchange,Health Information Services,1975821
TSXV:IMC,Ibero Mining Corp.,TSX Venture Exchange,Other Precious Metals & Mining,2381220
TSXV:NXO.H,NexOptic Technology Corp.,TSX Venture Exchange,Electronic Components And Accessories,
TSXV:MVY.H,Moovly Media Inc.,TSX Venture Exchange,"Computer Programming, Data Processing, And Other Computer Related Services",
TSXV:IVC.H,Interconnect Ventures Corporation,TSX Venture Exchange,Metal Mining,
TSXV:GGX,GGX Gold Corp.,TSX Venture Exchange,Gold,1919719
TSXV:MMN,Monarca Minerals Inc.,TSX Venture Exchange,Other Precious Metals & Mining,1898319
TSXV:IRI,IEMR Resources Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,1896142
TSXV:LFST,Lifeist Wellness Inc.,TSX Venture Exchange,Packaged Foods,1894320
TSXV:COS,Coniagas Battery Metals Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,1892961
TSXV:CHY.H,Cypress Hills Resource Corp.,TSX Venture Exchange,Oil & Gas Exploration & Production,5788980
TSXV:TNO.H,Terreno Resources Corp.,TSX Venture Exchange,Other Precious Metals & Mining,3337717
TSXV:GDX,Goldex Resources Corporation,TSX Venture Exchange,Gold,1820649
TSXV:ENRG,New Energy Metals Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,1995706
TSXV:RV,Pathfinder Ventures Inc.,TSX Venture Exchange,Resorts & Casinos,1371252
TSXV:BIGT,Big Tree Carbon Inc.,TSX Venture Exchange,Gold,1789797
TSXV:GRI,Galore Resources Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,1773006
TSXV:TWY.H,Twyford Ventures Inc.,TSX Venture Exchange,Metal Mining,
TSXV:FFP,Consolidated Firstfund Capital Corp.,TSX Venture Exchange,Asset Management,1728076
TSXV:ISGI,InsuraGuest Technologies Inc.,TSX Venture Exchange,Software - Application,1705338
TSXV:FUSE,Fuse Battery Metals Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,1693338
TSXV:FV.H,Firestone Ventures Inc.,TSX Venture Exchange,Metal Mining,
TSXV:GEMC,Global Energy Metals Corporation,TSX Venture Exchange,Other Industrial Metals & Mining,1689303
TSXV:WEC,Winchester Equity Corporation,TSX Venture Exchange,Copper,1686958
TSXV:IMM,International Metals Mining Corp.,TSX Venture Exchange,Other Precious Metals & Mining,1686878
TSXV:GSS,Gossan Resources Limited,TSX Venture Exchange,Other Industrial Metals & Mining,1686491
TSXV:DMI,Diamcor Mining Inc.,TSX Venture Exchange,Other Precious Metals & Mining,1686389
TSXV:SPZ,SuperBuzz Inc.,TSX Venture Exchange,Software - Application,1682601
TSXV:FMM,Full Metal Minerals Ltd.,TSX Venture Exchange,Other Industrial Metals & Mining,2075936
TSXV:PBM,Pacific Bay Minerals Ltd.,TSX Venture Exchange,Other Precious Metals & Mining,1592023
TSXV:DTWO,D2 Lithium Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,1630431
TSXV:BRON,Bronco Resources Corp.,TSX Venture Exchange,Gold,1618731
TSXV:ENEV,Enerev5 Metals Inc.,TSX Venture Exchange,Electrical Equipment & Parts,1715484
TSXV:WPR,CANPR Technology Ltd.,TSX Venture Exchange,Personal Services,1814755
TSXV:RRRL,River Road Resources Ltd.,TSX Venture Exchange,Other Industrial Metals & Mining,1607667
TSXV:QRO,Quadro Resources Ltd.,TSX Venture Exchange,Gold,1786293
TSXV:RPP,Regent Pacific Properties Inc.,TSX Venture Exchange,Real Estate Services,1601560
TSXV:MML.H,MML Acquisition Corp.,TSX Venture Exchange,"Computer Programming, Data Processing, And Other Computer Related Services",
TSXV:RES,Auric Resources Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,2251643
TSXV:GHL,Goldhills Holding Ltd.,TSX Venture Exchange,Other Industrial Metals & Mining,1415340
TSXV:IBO,Universal Ibogaine Inc.,TSX Venture Exchange,Biotechnology,1564293
TSXV:BITK,BlockchainK2 Corp.,TSX Venture Exchange,Software - Infrastructure,1141256
TSXV:BNZ,Bonanza Mining Corporation,TSX Venture Exchange,Other Precious Metals & Mining,1662644
TSXV:IMPT,Impact Development Group Inc.,TSX Venture Exchange,Real Estate - Development,1543605
TSXV:EDDY,Edison Lithium Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,948530
TSXV:CAND.H,Candelaria Mining Corp.,TSX Venture Exchange,Gold,1498730
TSXV:SBO.H,Schwabo Capital Corporation,TSX Venture Exchange,Shell Companies,1100756
TSXV:PDQ,Paradigm Gold Corporation,TSX Venture Exchange,Other Industrial Metals & Mining,1406523
TSXV:CSL.H,Comstock Metals Ltd.,TSX Venture Exchange,Gold And Silver Ores,
TSXV:SAT,Asian Television Network International Limited,TSX Venture Exchange,Broadcasting,1464175
TSXV:TRAN,Clean Energy Transition Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,1461034
TSXV:EW,East West Minerals Ltd.,TSX Venture Exchange,Oil & Gas Exploration & Production,1447769
TSXV:BKMT,Blockmint Technologies Inc.,TSX Venture Exchange,Capital Markets,1447278
TSXV:DIG.H,District Mines Ltd.,TSX Venture Exchange,Oil & Gas Exploration & Production,1417806
TSXV:PINE.UN,Pine Trail Real Estate Investment Trust,TSX Venture Exchange,REIT - Healthcare Facilities,1417706
TSXV:BGA,BioNeutra Global Corporation,TSX Venture Exchange,Packaged Foods,1393463
TSXV:TRS,Tres-Or Resources Ltd.,TSX Venture Exchange,Other Precious Metals & Mining,1514031
TSXV:BARK,Black Spruce Exploration Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,1381535
TSXV:CLUS,Colossus Resources Corp.,TSX Venture Exchange,Other Precious Metals & Mining,1367973
TSXV:BLDS,Badlands Resources Inc.,TSX Venture Exchange,Gold,1356871
TSXV:WAVE,Waverley Pharma Inc.,TSX Venture Exchange,Biotechnology,1350000
TSXV:OPTG,Optegra Ventures Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,1342492
TSXV:IFR,International Frontier Resources Corporation,TSX Venture Exchange,Oil & Gas Exploration & Production,1332989
TSXV:TEA.H,Tearlach Resources Limited,TSX Venture Exchange,Metal Mining,
TSXV:PFC,PetroFrontier Corp.,TSX Venture Exchange,Oil & Gas Exploration & Production,4673702
TSXV:XPLR,Xplore Resources Corp.,TSX Venture Exchange,Other Precious Metals & Mining,1315037
TSXV:FTJ,Fort St. James Nickel Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,1312413
TSXV:CUB,CubicFarm Systems Corp.,TSX Venture Exchange,Farm & Heavy Construction Machinery,4343853
TSXV:ARC,ARCpoint Inc.,TSX Venture Exchange,Diagnostics & Research,1283588
TSXV:TMS.H,Targeted Microwave Solutions Inc.,TSX Venture Exchange,Pollution & Treatment Controls,1280244
TSXV:ARL,Aurum Lake Mining Corporation,TSX Venture Exchange,Shell Companies,1264037
TSXV:RTE,Route 109 Resources Inc.,TSX Venture Exchange,Gold,1256991
TSXV:BECN,Beacn Wizardry and Magic Inc.,TSX Venture Exchange,Consumer Electronics,1255154
TSXV:EGR,EGR Exploration Ltd.,TSX Venture Exchange,Gold,1250976
TSXV:PPM,Pacific Imperial Mines Inc.,TSX Venture Exchange,Gold,1241405
TSXV:EPO.H,Encanto Potash Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,1241394
TSXV:LWR,Lake Winn Resources Corp.,TSX Venture Exchange,Gold,1240131
TSXV:CTA,Centaurus Energy Inc.,TSX Venture Exchange,Oil & Gas Exploration & Production,1414621
TSXV:CCB,Canada Carbon Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,121141
TSXV:LET.H,Letho Resources Corp.,TSX Venture Exchange,Oil and Gas Extraction,
TSXV:ESXR,Essex Resources Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,1161000
TSXV:ETU,E2Gold Inc.,TSX Venture Exchange,Gold,1147521
TSXV:JADE,Jade Leader Corp.,TSX Venture Exchange,Other Precious Metals & Mining,1120609
TSXV:SOO.P,Spectre Capital Corp.,TSX Venture Exchange,Shell Companies,1720000
TSXV:NPV,Next Phase Ventures Ltd.,TSX Venture Exchange,Farm Products,1119790
TSXV:ACU,Aurora Solar Technologies Inc.,TSX Venture Exchange,Solar,1110970
TSXV:DG,Dixie Gold Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,1110802
TSXV:BWR,BWR Exploration Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,1105104
TSXV:MCA.H,Milner Consolidated Silver Mines Ltd.,TSX Venture Exchange,Other Industrial Metals & Mining,630030
TSXV:CAG,Composite Alliance Group Inc.,TSX Venture Exchange,Specialty Industrial Machinery,2204672
TSXV:JAEG.H,Jaeger Resources Corp.,TSX Venture Exchange,Metal Mining,
TSXV:MILE,Twenty Mile Metals Inc.,TSX Venture Exchange,Rental & Leasing Services,16290400
TSXV:NUG,NuLegacy Gold Corporation,TSX Venture Exchange,Gold,984333
TSXV:VGN,Greencastle Resources Ltd.,TSX Venture Exchange,Oil & Gas Exploration & Production,1154213
TSXV:LALI,Latam Lithium Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,1052663
TSXV:INFI,Infinitum Copper Corp.,TSX Venture Exchange,Copper,1195135
TSXV:HANS,Hanstone Gold Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,775396
TSXV:SA.H,Southern Arc Minerals Inc.,TSX Venture Exchange,Gold,1024572
TSXV:XL,XXL Energy Corp.,TSX Venture Exchange,Oil & Gas Exploration & Production,1015412
TSXV:AUR.H,Aurora Royalties Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,1012166
TSXV:LKY,Lucky Minerals Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,1011270
TSXV:CANS,Wildpack Beverage Inc.,TSX Venture Exchange,Specialty Business Services,1001838
TSXV:PWRO,Power One Resources Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,996557
TSXV:SKK,Strikewell Energy Corp.,TSX Venture Exchange,Oil & Gas Exploration & Production,1035223
TSXV:ICRS,Icarus Capital Corp.,TSX Venture Exchange,Entertainment,986451
TSXV:TTO.H,Atoro Capital Corp.,TSX Venture Exchange,Shell Companies,973327
TSXV:AKH.H,Alaska Hydro Corporation,TSX Venture Exchange,Utilities - Renewable,959243
TSXV:ACR.H,Auscan Resources Inc.,TSX Venture Exchange,Industrial Inorganic Chemicals,
TSXV:CSPN,"CareSpan Health, Inc.",TSX Venture Exchange,Health Information Services,952320
TSXV:NTE,Network Media Group Inc.,TSX Venture Exchange,Entertainment,948735
TSXV:KEON.H,Keon Capital Inc.,TSX Venture Exchange,"Miscellaneous Metal Ores, Not Elsewhere Classified",
TSXV:BST,Bessor Minerals Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,938568
TSXV:HCM.H,Highcliff Metals Corp.,TSX Venture Exchange,Non-operating Establishments,
TSXV:GENX,Genix Pharmaceuticals Corporation,TSX Venture Exchange,Drug Manufacturers - Specialty & Generic,918361
TSXV:BRTA.H,Beretta Ventures Ltd.,TSX Venture Exchange,"Unit Investment Trusts, Face-Amount Certificate Offices, and Closed-End Management Investment Offices",
TSXV:AST,Astron Connect Inc.,TSX Venture Exchange,Packaged Foods,908137
TSXV:CUCU,Global Copper Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,906454
TSXV:ICON,International Iconic Gold Exploration Corp.,TSX Venture Exchange,Gold,904952
TSXV:MONA.P,Monarch West Ventures Inc.,TSX Venture Exchange,Shell Companies,1170000
TSXV:KOVO,Kovo+ Holdings Inc.,TSX Venture Exchange,Health Information Services,2697093
TSXV:PWH,PureWave Hydrogen Corp.,TSX Venture Exchange,Oil & Gas Exploration & Production,891825
TSXV:YAK.H,Mongolia Growth Group Ltd.,TSX Venture Exchange,Real Estate Services,891054
TSXV:OKAI,EvokAI Creative Labs Inc.,TSX Venture Exchange,Health Information Services,874631
TSXV:JNH,Jack Nathan Medical Corp.,TSX Venture Exchange,Medical Care Facilities,413492
TSXV:AORO,Aloro Mining Corp.,TSX Venture Exchange,Gold,865938
TSXV:ZZE.H,Zidane Capital Corp.,TSX Venture Exchange,Shell Companies,1255326
TSXV:POND,Pond Technologies Holdings Inc.,TSX Venture Exchange,Farm Products,855922
TSXV:TBLZ.P,Trail Blazer Capital Corp.,TSX Venture Exchange,Shell Companies,1125000
TSXV:ABC,Absolutely Critical Resources Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,1011303
TSXV:PTE,Pioneering Technology Corp.,TSX Venture Exchange,Security & Protection Services,840626
TSXV:WRI.H,Waseco Resources Inc.,TSX Venture Exchange,Metal Mining,
TSXV:BCC.H,Bantam Capital Corp.,TSX Venture Exchange,Non-operating Establishments,
TSXV:ECCF.P,ECC Ventures 4 Corp.,TSX Venture Exchange,Shell Companies,1299500
TSXV:NED,New Destiny Mining Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,678170
TSXV:KYS.H,Kaymus Resources Inc.,TSX Venture Exchange,Oil & Gas Exploration & Production,775634
TSXV:PEC.H,Peak Discovery Capital Ltd.,TSX Venture Exchange,Non-operating Establishments,
TSXV:JAB.P,Jabbo Capital Corp.,TSX Venture Exchange,Shell Companies,755000
TSXV:AVR,Avaron Mining Corp.,TSX Venture Exchange,Shell Companies,752324
TSXV:KMC.H,KMT Hansa Corp.,TSX Venture Exchange, Drug Manufacturers - Specialty & Generic,1580939
TSXV:IPD,International Parkside Products Inc.,TSX Venture Exchange,Specialty Chemicals,660322
TSXV:BER.H,BE Resources Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,738266
TSXV:INFM,Infinico Metals Corp.,TSX Venture Exchange,Gold,817058
TSXV:SAF.H,Seasif Exploration Inc.,TSX Venture Exchange,Metal Mining,
TSXV:GER,Glen Eagle Resources Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,729009
TSXV:SIQ.H,SiQ Mountain Industries Inc.,TSX Venture Exchange,"Sporting and Athletic Goods, not elsewhere classified",
TSXV:DHR.H,Discovery Harbour Resources Corp.,TSX Venture Exchange,Metal Mining,
TSXV:GPCC.P,Green Panda Capital Corp.,TSX Venture Exchange,Shell Companies,1300418
TSXV:VXL,Vaxil Bio Ltd.,TSX Venture Exchange,Biotechnology,493620
TSXV:KLX,Carbon Done Right Developments Inc.,TSX Venture Exchange,Information Technology Services,558499
TSXV:SVP.H,Sceptre Ventures Inc.,TSX Venture Exchange,"Unit Investment Trusts, Face-Amount Certificate Offices, and Closed-End Management Investment Offices",
TSXV:BUZ.P,Buzz Capital Inc.,TSX Venture Exchange,Shell Companies,1345599
TSXV:ELM,Element Lifestyle Retirement Inc.,TSX Venture Exchange,Medical Care Facilities,704783
TSXV:CYF,Canyon Creek Food Company Ltd.,TSX Venture Exchange,Packaged Foods,702978
TSXV:KLE.H,Kingsland Energy Corp.,TSX Venture Exchange,Oil & Gas Exploration & Production,700612
TSXV:TBIX,TrustBIX Inc.,TSX Venture Exchange,Software - Application,658500
TSXV:HAWK,Hawkeye Gold & Diamond Inc.,TSX Venture Exchange,Other Precious Metals & Mining,587382
TSXV:OTGO.H,O2Gold Inc.,TSX Venture Exchange,Gold Ores,
TSXV:DCY,Discovery-Corp Enterprises Inc.,TSX Venture Exchange,Other Precious Metals & Mining,673354
TSXV:CEL.H,Columbus Energy Limited,TSX Venture Exchange,Oil & Gas Exploration & Production,672305
TSXV:AQS.H,Aequus Pharmaceuticals Inc.,TSX Venture Exchange,Pharmaceutical Preparations,
TSXV:MAH,Marksmen Energy Inc.,TSX Venture Exchange,Oil & Gas Exploration & Production,554920
TSXV:XOX.P,Planet X Capital Corp.,TSX Venture Exchange,Shell Companies,1290000
TSXV:GOFL,Goldflare Exploration Inc.,TSX Venture Exchange,Gold,650456
TSXV:BAV.H,Bravern Ventures Ltd.,TSX Venture Exchange,Shell Companies,651793
TSXV:SSX,Sleeping Giant Capital Corp.,TSX Venture Exchange,Oil & Gas Exploration & Production,639800
TSXV:FBR.H,Fibre-Crown Manufacturing Inc.,TSX Venture Exchange,Shell Companies,639698
TSXV:GOP.H,Gourmet Ocean Products Inc.,TSX Venture Exchange,Shell Companies,625343
TSXV:VPI,Vitality Products Inc.,TSX Venture Exchange,Packaged Foods,621169
TSXV:OWN,Rex Resources Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,612982
TSXV:VAX,Vantex Resources Ltd.,TSX Venture Exchange,Other Industrial Metals & Mining,601156
TSXV:HCC.H,Hanna Capital Corp.,TSX Venture Exchange,"Mining and Quarrying Of Nonmetallic Minerals, except Fuels",
TSXV:PLXX.P,Planet X II Capital Corp.,TSX Venture Exchange,Shell Companies,1075000
TSXV:RUN.H,Running Fox Resource Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,547705
TSXV:IDL,Imaging Dynamics Company Ltd.,TSX Venture Exchange,Medical Devices,516727
TSXV:TZR.H,Terrace Energy Corp.,TSX Venture Exchange,Crude Petroleum and Natural Gas,
TSXV:NZN.H,Nevada Zinc Corporation,TSX Venture Exchange,Gold And Silver Ores,
TSXV:RGI,Reco International Group Inc.,TSX Venture Exchange,Engineering & Construction,496356
TSXV:MXL.H,MX Gold Corp.,TSX Venture Exchange,Capital Markets,485447
TSXV:CBAR.P,Castlebar Capital Corp.,TSX Venture Exchange,Shell Companies,641989
TSXV:BYM.H,Baymount Incorporated,TSX Venture Exchange,Consulting Services,160966
TSXV:WAT.P,Whatcom Capital II Corp.,TSX Venture Exchange,Shell Companies,974999
TSXV:BUZH.P,Buzz Capital 2 Inc.,TSX Venture Exchange,Shell Companies,774000
TSXV:CAC.P,Cinaport Acquisition Corp. III,TSX Venture Exchange,Shell Companies,1207125
TSXV:STR.H,Santa Rosa Resources Corp.,TSX Venture Exchange,Shell Companies,454401
TSXV:AROW.P,Four Arrows Capital Corp.,TSX Venture Exchange,Shell Companies,785979
TSXV:WAV.H,"Pepcap Resources, Inc.",TSX Venture Exchange,Coal Mining,
TSXV:NAQ.P,Navigator Acquisition Corp.,TSX Venture Exchange,Shell Companies,957258
TSXV:ALTR.P,Alterego Ventures 24 Corp.,TSX Venture Exchange,Shell Companies,1100204
TSXV:CMO.H,Cliffmont Resources Ltd.,TSX Venture Exchange,Other Industrial Metals & Mining,438805
TSXV:VMAR,Vision Marine Technologies Inc.,TSX Venture Exchange,Recreational Vehicles,1475919
TSXV:MONT,Montfort Capital Corp.,TSX Venture Exchange,Asset Management,433655
TSXV:MBI.H,Many Bright Ideas Technologies Inc.,TSX Venture Exchange,Diagnostics & Research,431445
TSXV:IZ.H,International Zeolite Corp.,TSX Venture Exchange,Metal Mining,
TSXV:ADR.H,Arcland Resources Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,1124745
TSXV:XCAP.P,Exelerate Capital Corp.,TSX Venture Exchange,Shell Companies,702410
TSXV:WWA.P,Whitewater Acquisition Corp.,TSX Venture Exchange,Shell Companies,1134000
TSXV:EVMT,Evome Medical Technologies Inc.,TSX Venture Exchange,Medical Devices,413523
TSXV:DGTL.H,DGTL Holdings Inc.,TSX Venture Exchange,Prepackaged Software,
TSXV:MUST.H,Must Capital Inc.,TSX Venture Exchange,Shell Companies,413472
TSXV:KUR.H,"Kure Technologies, Inc.",TSX Venture Exchange,Shell Companies,404761
TSXV:GOOD,Good Gamer Entertainment Inc.,TSX Venture Exchange,Electronic Gaming & Multimedia,404390
TSXV:CAU.H,China Goldcorp Ltd.,TSX Venture Exchange,Shell Companies,605760
TSXV:LFC.P,Left Field Capital Corp.,TSX Venture Exchange,Shell Companies,952674
TSXV:JES.P,Jesmond Capital Ltd.,TSX Venture Exchange,Shell Companies,977310
TSXV:ATLH.P,Atlantic Horizon Capital Corp.,TSX Venture Exchange,Shell Companies,
TSXV:WWT,Water Ways Technologies Inc.,TSX Venture Exchange,Farm & Heavy Construction Machinery,371963
TSXV:BRL.H,Bearclaw Capital Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,366777
TSXV:MEGO.P,Amego Capital Corp.,TSX Venture Exchange,Shell Companies,670938
TSXV:SAI.H,Sunshine Agri-Tech Inc.,TSX Venture Exchange,Shell Companies,360031
TSXV:NTB,New Tymbal Resources Ltd.,TSX Venture Exchange,Other Industrial Metals & Mining,358840
TSXV:SN.H,Sennen Potash Corporation,TSX Venture Exchange,Metal Mining,
TSXV:OMR.H,Ord Mountain Resources Corp.,TSX Venture Exchange,"Unit Investment Trusts, Face-Amount Certificate Offices, and Closed-End Management Investment Offices",
TSXV:CES.P,Celestial Acquisition Corp.,TSX Venture Exchange,Shell Companies,647500
TSXV:Z.H,Zinc One Resources Inc.,TSX Venture Exchange,Gold And Silver Ores,
TSXV:EON,Eon Lithium Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,347557
TSXV:RTM,RT Minerals Corp,TSX Venture Exchange,Gold,331895
TSXV:MVI.H,Monitor Ventures Inc.,TSX Venture Exchange,Shell Companies,322129
TSXV:BTV.H,BlueRush Inc.,TSX Venture Exchange,"Computer Programming, Data Processing, And Other Computer Related Services",
TSXV:PGP,Power Group Projects Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,239122
TSXV:GAR.H,Green Arrow Resources Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,337544
TSXV:RII.H,Richco Investors Inc.,TSX Venture Exchange,Asset Management,164469
TSXV:JVR.P,JVR Ventures Inc.,TSX Venture Exchange,Shell Companies,480000
TSXV:HMCC.P,High Mountain 2 Capital Corporation,TSX Venture Exchange,Shell Companies,513000
TSXV:VAL.P,Valencia Capital Inc.,TSX Venture Exchange,Shell Companies,398437
TSXV:IDI.H,Indico Resources Ltd.,TSX Venture Exchange,Metal Mining,
TSXV:TCG.P,Transcontinental Gold Corp.,TSX Venture Exchange,Shell Companies,531000
TSXV:WMS,Western Metallica Resources Corp.,TSX Venture Exchange,Gold,337447
TSXV:SMAR.P,Smartset Services Inc.,TSX Venture Exchange,Shell Companies,474000
TSXV:RVC.P,Ronin Ventures Corp.,TSX Venture Exchange,Shell Companies,652500
TSXV:AVX,Altair Resources Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,286333
TSXV:NAV,NAVCO Pharmaceuticals Inc.,TSX Venture Exchange,Drug Manufacturers - Specialty & Generic,285347
TSXV:PAV.H,Pacific Arc Resources Ltd.,TSX Venture Exchange,Other Industrial Metals & Mining,1994160
