Ticker,Company,Market Cap,Stock Price,Industry
SEN.AX,Senetas Corporation Limited,41940794,2.53,Software - Infrastructure
TDO.AX,3D Energi Limited,26677884,0.08,Oil & Gas Exploration & Production
VTX.AX,Vertex Minerals Limited,34985938,0.145,Gold
VTXOA.AX,Vertex Minerals Limited,,0.003,Gold And Silver Ores
GA8.AX,GoldArc Resources Limited,41221390,0.072,Gold
SKM.AX,Skylark Minerals Limited,41158836,0.315,Other Industrial Metals & Mining
BTM.AX,Breakthrough Minerals Limited,16706722,0.245,Other Industrial Metals & Mining
MRR.AX,MinRex Resources Limited,19748325,0.019,Other Industrial Metals & Mining
ODE.AX,Odessa Minerals Limited,40567820,0.023,Other Precious Metals & Mining
MRZ.AX,Mont Royal Resources Limited,19599300,0.21,Other Industrial Metals & Mining
GUM.AX,Gumtree Australia Markets Limited,40156065,0.125,Internet Content & Information
COS.AX,COSOL Limited,40037535,0.22,Information Technology Services
TVL.AX,Touch Ventures Limited,42502662,0.06,Asset Management
ILT.AX,Iltani Resources Limited,42373724,0.505,Other Precious Metals & Mining
IMU.AX,Imugene Limited,39504325,0.095,Biotechnology
HHR.AX,Hartshead Resources NL,39321550,0.014,Oil & Gas Exploration & Production
AAU.AX,Antilles Gold Limited,36066771,0.011,Gold
LKO.AX,Lakes Blue Energy NL,38181459,0.52,Oil & Gas Exploration & Production
KLI.AX,Killi Resources Limited,32331047,0.235,Other Industrial Metals & Mining
GR8.AX,Great Dirt Resources Ltd,39158796,0.8,Other Industrial Metals & Mining
PL9.AX,Prairie Lithium Limited,33481887,0.006,Other Industrial Metals & Mining
TMK.AX,TMK Energy Limited,31647990,0.145,Oil & Gas Exploration & Production
CNQ.AX,Clean TeQ Water Limited,32548163,0.44,Utilities - Regulated Water
PPL.AX,Pureprofile Ltd,38512550,0.032,Advertising Agencies
CCG.AX,Comms Group Limited,38273340,0.07,Information Technology Services
QML.AX,QMines Limited,38208661,0.059,Copper
HIT.AX,HiTech Group Australia Limited,38070000,0.9,Staffing & Employment Services
LMS.AX,Litchfield Minerals Limited,29730184,0.575,Other Precious Metals & Mining
CST.AX,Castile Resources Limited,29600153,0.098,Other Industrial Metals & Mining
M79.AX,Mammoth Minerals Limited,35211516,0.063,Other Precious Metals & Mining
TCO.AX,Transmetro Corporation Limited,28772973,2.78,Lodging
MRD.AX,Mount Ridley Mines Limited,25655210,0.028,Other Industrial Metals & Mining
WZR.AX,Wisr Limited,31056648,0.021,Credit Services
ADN.AX,Andromeda Metals Limited,28567568,0.008,Other Industrial Metals & Mining
ADNOD.AX,Andromeda Metals Limited,,0.003,Metal Mining
CPN.AX,Caspin Resources Limited,20011370,0.115,Other Industrial Metals & Mining
BLG.AX,BluGlass Limited,30417817,0.235,Semiconductor Equipment & Materials
FEG.AX,Far East Gold Limited,36702745,0.1,Other Precious Metals & Mining
GGR.AX,Golden Globe Resources Ltd,22676507,0.26,Other Precious Metals & Mining
FRB.AX,Firebird Metals Limited,26978338,0.197,Other Industrial Metals & Mining
HVY.AX,Heavy Minerals Limited,35891796,0.5,Other Industrial Metals & Mining
MBH.AX,Maggie Beer Holdings Limited,29149758,0.08,Packaged Foods
GWR.AX,GWR Group Limited,35803240,0.11,Steel
ALM.AX,Alma Metals Limited,28059636,0.016,Copper
ADO.AX,AnteoTech Limited,35677663,0.012,Specialty Chemicals
JAL.AX,Jameson Resources Limited,35613886,0.045,Coking Coal
EYE.AX,Nova Eye Medical Limited,35608500,0.125,Medical Devices
STP.AX,Step One Clothing Limited,36141357,0.195,Apparel Retail
FUN.AX,Fortuna Metals Limited,36843592,0.125,Other Industrial Metals & Mining
IOV.AX,Ion Video Ltd,35389195,0.35,Software - Application
EGG.AX,Enero Group Limited,35386697,0.39,Advertising Agencies
LEL.AX,Lithium Energy Limited,41440581,0.37,Other Industrial Metals & Mining
TR2.AX,Tali Resources Ltd,35837500,0.3,Other Precious Metals & Mining
ABY.AX,Adore Beauty Group Limited,35234223,0.375,Specialty Retail
KRR.AX,King River Resources Limited,35126089,0.024,Other Industrial Metals & Mining
BNL.AX,Blue Star Helium Limited,35055159,0.006,Oil & Gas Exploration & Production
TEK.AX,Thorney Technologies Ltd,35004786,0.095,Asset Management
ARI.AX,Arika Resources Limited,34884797,0.03,Gold
GCM.AX,Green Critical Minerals Limited,34771517,0.012,Utilities - Renewable
DES.AX,DeSoto Resources Limited,23876939,0.13,Other Industrial Metals & Mining
EPY.AX,Earlypay Limited,34500774,0.14,Credit Services
BSR.AX,Bison Resources Limited,31040882,0.52,Metals & Mining
PR1.AX,Pure Resources Limited,28098131,0.595,Other Industrial Metals & Mining
NXM.AX,Nexus Minerals Limited,33810538,0.056,Gold
AEV.AX,Avenira Limited,34069152,0.008,Other Industrial Metals & Mining
CDO.AX,Cadence Opportunities Fund Limited,34074387,2.15,Asset Management
DGH.AX,Desane Group Holdings Limited,34773492,0.85,Real Estate Services
MX1.AX,Micro-X Limited,33542694,0.046,Medical Devices
CLA.AX,Celsius Resources Limited,33499860,0.009,Other Industrial Metals & Mining
VML.AX,Vital Metals Limited,17009865,0.135,Other Industrial Metals & Mining
MCA.AX,Murray Cod Australia Limited,27603770,0.175,Farm Products
ASH.AX,Ashley Services Group Limited,33429578,0.225,Staffing & Employment Services
FRX.AX,FlexiRoam Limited,30334360,0.02,Telecom Services
RVT.AX,Richmond Vanadium Technology Limited,33047265,0.15,Other Industrial Metals & Mining
S2R.AX,S2 Resources Ltd,32958332,0.062,Other Industrial Metals & Mining
NSB.AX,NeuroScientific Biopharmaceuticals Limited,32924995,0.099,Biotechnology
HAW.AX,Hawthorn Resources Limited,32831530,0.098,Gold
LIB.AX,Liberty Metals Ltd,32804875,0.004,Other Industrial Metals & Mining
AMS.AX,Atomos Limited,25399111,0.021,Consumer Electronics
FAU.AX,First Au Limited,24904105,0.009,Gold
DUB.AX,Dubber Corporation Limited,32527920,0.012,Software - Application
NVO.AX,Novo Resources Corp.,31025850,0.075,Gold
TRI.AX,TrivarX Limited,32303417,0.028,Health Information Services
RGL.AX,Riversgold Limited,29884889,0.013,Gold
AUR.AX,Auris Minerals Limited,15738608,0.025,Other Industrial Metals & Mining
ATC.AX,Altech Batteries Limited,29359619,0.011,Specialty Chemicals
TIP.AX,Teaminvest Private Group Limited,32094863,1.19,Asset Management
EVG.AX,Evion Group NL,27732000,0.048,Other Industrial Metals & Mining
NMT.AX,Neometals Ltd,32009929,0.038,Waste Management
AMN.AX,Agrimin Limited,31949144,0.083,Other Industrial Metals & Mining
NC6.AX,Nanollose Limited,27375159,0.078,Textile Manufacturing
DTZ.AX,Dotz Nano Limited,31882558,0.046,Specialty Chemicals
CG1.AX,Carbonxt Group Limited,31633090,0.073,Specialty Chemicals
PAT.AX,Patriot Resources Limited,19428816,0.115,Other Industrial Metals & Mining
CSX.AX,CleanSpace Holdings Limited,32873452,0.4,Medical Devices
GW1.AX,Greenwing Resources Ltd,16407048,0.061,Other Industrial Metals & Mining
EMD.AX,Emyria Limited,22337689,0.039,Health Information Services
KM1.AX,Kali Metals Limited,24521018,0.157,Other Industrial Metals & Mining
OEC.AX,Orbital Corporation Limited,27184434,0.175,Aerospace & Defense
RAP.AX,Raptor Metals Limited,,0.049,Medical - Healthcare Information Services
HMX.AX,Hammer Metals Limited,31246555,0.035,Other Precious Metals & Mining
JAN.AX,Janison Education Group Limited,31426590,0.12,Software - Application
SWP.AX,Swoop Holdings Limited,26986868,0.12,Telecom Services
VSR.AX,Voltaic Strategic Resources Limited,30782700,0.054,Oil & Gas Exploration & Production
VIG.AX,Victor Group Holdings Limited,25629554,0.041,Software - Application
CPV.AX,ClearVue Technologies Limited,24992500,0.1,Solar
PSL.AX,Paterson Resources Ltd,30168985,0.055,Other Industrial Metals & Mining
AR3.AX,Australian Rare Earths Limited,27005850,0.125,Other Industrial Metals & Mining
RLF.AX,RLF AgTech Ltd,18127800,0.054,Agricultural Inputs
88E.AX,88 Energy Limited,30611850,0.023,Oil & Gas Exploration & Production
BDX.AX,BCAL Diagnostics Limited,30600689,0.083,Diagnostics & Research
ZAG.AX,Zuleika Gold Limited,30587038,0.033,Gold
BMT.AX,Beamtree Holdings Limited,30523080,0.105,Health Information Services
RIM.AX,Rimfire Pacific Mining Limited,27732897,0.01,Other Precious Metals & Mining
KME.AX,Kip McGrath Education Centres Limited,30340995,0.55,Education & Training Services
DYM.AX,Dynamic Metals Limited,30436623,0.58,Other Industrial Metals & Mining
EMC.AX,Everest Metals Corporation Ltd,24196095,0.11,Other Industrial Metals & Mining
LGP.AX,Little Green Pharma Ltd,29668023,0.097,Drug Manufacturers - Specialty & Generic
14D.AX,1414 Degrees Limited,18357968,0.059,Utilities - Independent Power Producers
BKT.AX,Black Rock Mining Limited,30068080,0.014,Other Industrial Metals & Mining
YUG.AX,Yugo Metals Limited,30008349,0.084,Other Industrial Metals & Mining
BPM.AX,BPM Minerals Limited,19171460,0.22,Other Precious Metals & Mining
PPK.AX,PPK Group Limited,29968124,0.33,Electrical Equipment & Parts
EZZ.AX,EZZ Life Science Holdings Limited,29637216,0.63,Biotechnology
ATCO.AX,Altech Batteries Limited,,0.002,"Miscellaneous Electrical Machinery, Equipment, and Supplies"
NTD.AX,NTAW Holdings Limited,29348832,0.175,Auto Parts
DGR.AX,DGR Global Limited,29223487,0.028,Other Industrial Metals & Mining
BMR.AX,Ballymore Resources Limited,29421198,0.14,Other Precious Metals & Mining
NXD.AX,NextEd Group Limited,29069264,0.13,Education & Training Services
AR9.AX,archTIS Limited,21666346,0.06,Software - Infrastructure
RTH.AX,RAS Technology Holdings Limited,28970969,0.605,Software - Infrastructure
VRC.AX,Volt Resources Limited,28853330,0.005,Other Industrial Metals & Mining
PUR.AX,Pursuit Minerals Limited,10213830,0.11,Other Industrial Metals & Mining
NC1.AX,NICO Resources Limited,28726805,0.21,Other Industrial Metals & Mining
LML.AX,Lincoln Minerals Limited,28659730,0.011,Other Industrial Metals & Mining
VRS.AX,Veris Limited,28666683,0.053,Engineering & Construction
RKT.AX,RocketDNA Ltd.,29832697,0.025,Computer Hardware
TG6.AX,TG Metals Limited,27721972,0.23,Other Precious Metals & Mining
MAY.AX,Melbana Energy Limited,28364766,0.007,Oil & Gas Exploration & Production
AXN.AX,Alliance Nickel Limited,28216396,0.034,Other Industrial Metals & Mining
PCK.AX,PainChek Limited,28215945,0.135,Health Information Services
MNB.AX,Minbos Resources Limited,22205011,0.024,Agricultural Inputs
HMG.AX,Hamelin Gold Limited,25779464,0.13,Gold
A3D.AX,Aurora Labs Limited,18416164,0.052,Specialty Industrial Machinery
NOU.AX,Noumi Limited,29096478,0.105,Packaged Foods
CVB.AX,CurveBeam AI Limited,26275386,0.058,Medical Devices
S66.AX,Star Combo Pharma Limited,27675615,0.205,Household & Personal Products
PWN.AX,Parkway Corporate Limited,27689106,0.01,Pollution & Treatment Controls
GEN.AX,Genmin Limited,9364000,0.008,Other Industrial Metals & Mining
JPR.AX,Jupiter Energy Limited,28194148,0.022,Oil & Gas Exploration & Production
M4M.AX,Macro Metals Limited,27453780,0.006,Steel
EVR.AX,EV Resources Limited,22779411,0.009,Other Industrial Metals & Mining
LDR.AX,Lode Resources Ltd,22874093,0.135,Other Precious Metals & Mining
ION.AX,Iondrive Limited,27218940,0.021,Gold
C1X.AX,Cosmos Exploration Limited,22777986,0.21,Other Precious Metals & Mining
HYT.AX,Hyterra Ltd,27083326,0.016,Oil & Gas Exploration & Production
LCE.AX,London City Equities Limited,26980955,0.85,Asset Management
PL3.AX,Patagonia Lithium Limited,15523347,0.13,Other Industrial Metals & Mining
QFE.AX,QuickFee Limited,26835970,0.07,Software - Infrastructure
ZNO.AX,Zoono Group Limited,27622400,0.068,Household & Personal Products
LAT.AX,Latitude 66 Limited,26808398,0.147,Gold
CBL.AX,Control Bionics Limited,19483593,0.064,Medical Devices
VKA.AX,Viking Mines Limited,15778010,0.011,Gold
AMX.AX,Aerometrex Limited,26122426,0.275,Software - Application
SPN.AX,Sparc Technologies Limited,26821490,0.225,Specialty Chemicals
BWF.AX,BlackWall Limited,26550022,0.155,Asset Management
IPT.AX,Impact Minerals Limited,26749268,0.052,Other Industrial Metals & Mining
RWL.AX,Rubicon Water Limited,26484945,0.11,Utilities - Regulated Water
G1C.AX,Group One Capital Limited,26451364,0.075,Real Estate - Diversified
ATS.AX,Australis Oil & Gas Limited,26423110,0.019,Oil & Gas Exploration & Production
HTM.AX,High-Tech Metals Limited,14566353,0.25,Other Industrial Metals & Mining
1AI.AX,Algorae Pharmaceuticals Limited,22268199,0.013,Biotechnology
BBC.AX,BNK Banking Corporation Limited,26131607,0.22,Banks - Regional
ECL.AX,Excelsior Capital Limited,26095022,0.9,Electrical Equipment & Parts
VPR.AX,Volt Group Limited,17003177,0.16,Utilities - Renewable
OZM.AX,OzAurum Resources Limited,18899085,0.091,Gold
JNS.AX,Janus Electric Holdings Limited,25962200,0.22,Utilities - Renewable
CIW.AX,Clime Investment Management Limited,25960450,0.315,Asset Management
ADX.AX,ADX Energy Ltd,16789483,0.028,Oil & Gas Exploration & Production
CMD.AX,Cassius Mining Limited,25832509,0.035,Other Industrial Metals & Mining
HCT.AX,Holista Colltech Limited,20391081,0.07,Packaged Foods
GAL.AX,Galileo Mining Ltd,25691241,0.13,Other Industrial Metals & Mining
PRX.AX,Prodigy Gold NL,25619096,0.076,Gold
MRC.AX,Mineral Commodities Ltd,25596288,0.026,Other Industrial Metals & Mining
CRR.AX,Critical Resources Limited,25552684,0.008,Other Industrial Metals & Mining
UM1.AX,Unity Metals Limited,25475822,0.13,Gold
3DP.AX,Pointerra Limited,25378981,0.031,Software - Application
AUQ.AX,Alara Resources Limited,25297258,0.031,Other Industrial Metals & Mining
VIT.AX,Vitura Health Limited,24521448,0.037,Drug Manufacturers - Specialty & Generic
G6M.AX,Group 6 Metals Limited,6188409,0.025,Other Industrial Metals & Mining
CQT.AX,CONNEQT Health Limited,25097822,0.036,Medical Devices
ERL.AX,Empire Resources Limited,17806920,0.012,Other Precious Metals & Mining
LGM.AX,Legacy Minerals Holdings Limited,20761738,0.125,Other Industrial Metals & Mining
OVT.AX,Ovanti Limited,6465078,0.025,Software - Infrastructure
SNG.AX,Siren Gold Limited,19960072,0.083,Gold
SNS.AX,SenSen Networks Limited,24897970,0.03,Software - Infrastructure
STH.AX,StepChange Holdings Limited,23144596,0.14,Software - Application
HCL.AX,HighCom Limited,24789654,0.175,Aerospace & Defense
PIQ.AX,Proteomics International Laboratories Ltd,24777600,0.15,Biotechnology
ACS.AX,Accent Resources NL,24476864,0.05,Other Industrial Metals & Mining
BSA.AX,BSA Limited,24472585,0.325,Engineering & Construction
DEM.AX,De.mem Limited,24191488,0.074,Pollution & Treatment Controls
GRV.AX,Greenvale Energy Ltd,24302159,0.041,Oil & Gas Exploration & Production
PKY.AX,Pathkey.AI Ltd,14184160,0.04,Health Information Services
CVR.AX,Cavalier Resources Ltd,15500500,0.29,Gold
MVL.AX,Marvel Gold Limited,24177230,0.017,Gold
BDM.AX,Burgundy Diamond Mines Limited,24168934,0.017,Other Precious Metals & Mining
FBR.AX,FBR Limited,20895600,0.003,Real Estate Services
CCE.AX,Carnegie Clean Energy Limited,24055922,0.059,Utilities - Renewable
OEL.AX,Otto Energy Limited,23975049,0.005,Oil & Gas Exploration & Production
DAL.AX,Dalaroo Metals Ltd,24104713,0.073,Other Industrial Metals & Mining
MFD.AX,Mayfield Childcare Limited,23758752,0.315,Personal Services
ZGL.AX,Zicom Group Limited,23713800,0.11,Specialty Industrial Machinery
KNB.AX,Koonenberry Gold Limited,23631580,0.023,Gold
ORP.AX,Orpheus Uranium Limited,18439978,0.067,Other Industrial Metals & Mining
GMN.AX,Gold Mountain Limited,13669563,0.11,Gold
GMNOC.AX,Gold Mountain Limited,,0.023,Gold And Silver Ores
GSN.AX,Great Southern Mining Limited,20434482,0.02,Other Precious Metals & Mining
LEG.AX,Legend Mining Limited,23315817,0.008,Other Industrial Metals & Mining
AHK.AX,Ark Mines Limited,23871619,0.33,Gold
JAV.AX,Javelin Minerals Limited,693507995,0.089,Other Industrial Metals & Mining
GDM.AX,Great Divide Mining Ltd,23785644,0.34,Gold
MNE.AX,Macallum New Energy Limited,15629436,0.18,Other
MDI.AX,Middle Island Resources Limited,6592784,0.022,Gold
ABX.AX,ABx Group Limited,17019000,0.061,Aluminum
GAP.AX,Gale Pacific Limited,22771011,0.08,Textile Manufacturing
WMG.AX,Western Mines Group Ltd,19053913,0.195,Gold
ATV.AX,ActivePort Group Ltd,15061880,0.02,Information Technology Services
4DS.AX,4DS Memory Limited,22669886,0.011,Semiconductors
PVL.AX,Powerhouse Ventures Limited,22603724,0.137,Asset Management
GTI.AX,Gratifii Limited,22594344,0.054,Software - Application
RMY.AX,RMA Global Limited,22587276,0.034,Internet Content & Information
TAL.AX,Talius Group Limited,22495435,0.066,Software - Infrastructure
SPG.AX,SPC Global Holdings Ltd,22250416,0.115,Packaged Foods
KRM.AX,Kingsrose Mining Limited,21852269,0.029,Other Industrial Metals & Mining
P1E.AX,Pure One Corporation Limited,22206263,0.057,Oil & Gas Exploration & Production
LSR.AX,Lodestar Minerals Limited,7594756,0.019,Gold
ASP.AX,Aspermont Limited,22124903,1.9,Publishing
AAP.AX,Australian Agricultural Projects Ltd,22116223,0.06,Farm Products
FLX.AX,Felix Group Holdings Ltd,17121636,0.074,Software - Application
AJX.AX,Alexium International Group Limited,11981617,0.007,Specialty Chemicals
GUL.AX,Gullewa Limited,21802217,0.1,Gold
DEL.AX,Delorean Corporation Limited,22021034,0.09,Utilities - Renewable
BTE.AX,Botala Energy Limited,18534629,0.055,Utilities - Renewable
WIN.AX,WIN Metals Ltd,16484383,0.025,Other Industrial Metals & Mining
GRE.AX,GreenTech Metals Limited,9303242,0.078,Other Industrial Metals & Mining
MOV.AX,MOVE Logistics Group Limited,19142103,0.15,Integrated Freight & Logistics
VHL.AX,Vitasora Health Limited,21335899,0.011,Health Information Services
USC.AX,US1 Critical Minerals Limited,20240900,0.021,Other Industrial Metals & Mining
ICE.AX,icetana Limited,21886070,0.04,Software - Application
CML.AX,Connected Minerals Limited,20981956,0.36,Other Industrial Metals & Mining
TAS.AX,Tasman Resources Ltd,11929133,0.047,Other Industrial Metals & Mining
NIM.AX,Nimy Resources Limited,15336806,0.058,Other Industrial Metals & Mining
PAB.AX,Patrys Limited,10562588,0.031,Biotechnology
NHE.AX,Noble Helium Limited,16786700,0.028,Specialty Chemicals
LIT.AX,Livium Ltd,14531133,0.01,Waste Management
AZI.AX,Altamin Limited,286723,0.026,Other Industrial Metals & Mining
RHT.AX,Resonance Health Limited,20516160,0.043,Health Information Services
XF1.AX,Xref Limited,17827271,0.081,Software - Application
XRA.AX,Xenora Minerals Limited,20097121,0.33,Other Industrial Metals & Mining
5GN.AX,5G Networks Limited,19717574,0.073,Information Technology Services
IME.AX,ImExHS Limited,20006159,0.37,Diagnostics & Research
ACP.AX,Audalia Resources Limited,20331264,0.024,Other Industrial Metals & Mining
AT1.AX,Atomo Diagnostics Limited,19823848,0.022,Medical Devices
AVG.AX,Australian Vintage Ltd,19108850,0.058,Beverages - Wineries & Distilleries
PKP.AX,Peak Processing Limited,17030770,0.017,Drug Manufacturers - Specialty & Generic
EQX.AX,Equatorial Resources Limited,19716803,0.15,Steel
SGA.AX,Sarytogan Graphite Limited,14709757,0.074,Other Industrial Metals & Mining
ASV.AX,Asset Vision Co Limited,19528901,0.026,Information Technology Services
HIO.AX,Hawsons Iron Limited,18994757,0.015,Other Industrial Metals & Mining
BAS.AX,Bass Oil Limited,16061049,0.053,Oil & Gas Exploration & Production
WEC.AX,White Energy Company Limited,13851200,0.044,Thermal Coal
REE.AX,RareX Limited,16495680,0.016,Other Industrial Metals & Mining
HWK.AX,Hawk Resources Limited,9848036,0.039,Other Industrial Metals & Mining
IDA.AX,Indiana Resources Limited,19326960,0.03,Other Precious Metals & Mining
SMM.AX,Somerset Minerals Limited,18103193,0.015,Other Industrial Metals & Mining
MGU.AX,Magnum Mining and Exploration Limited,19278223,0.006,Other Industrial Metals & Mining
SVG.AX,Savannah Goldfields Limited,19274193,0.009,Gold
AGN.AX,Argenica Therapeutics Limited,18626223,0.145,Biotechnology
FME.AX,Future Metals NL,19168016,0.02,Other Precious Metals & Mining
MPX.AX,Mustera Property Group Limited,20556918,0.14,Real Estate - Development
FIN.AX,Fin Resources Limited,8147386,0.013,Other Industrial Metals & Mining
DME.AX,Dome Gold Mines Ltd,18894949,0.045,Other Industrial Metals & Mining
MCP.AX,McPherson's Limited,19433134,0.135,Household & Personal Products
ARV.AX,Artemis Resources Limited,18854611,0.005,Other Industrial Metals & Mining
NUC.AX,Nuchev Limited,18818252,0.12,Packaged Foods
SOR.AX,Strategic Elements Ltd,18811611,0.039,Asset Management
TSL.AX,Titanium Sands Limited,18757978,0.008,Other Industrial Metals & Mining
SRJ.AX,SRJ Technologies Group Plc,6551249,0.01,Oil & Gas Equipment & Services
IAM.AX,Income Asset Management Group Limited,18617416,0.02,Asset Management
LPM.AX,Lithium Plus Minerals Ltd,15385200,0.12,Other Industrial Metals & Mining
CCX.AX,City Chic Collective Limited,18872732,0.049,Apparel Retail
NOX.AX,Noxopharm Limited,18434277,0.06,Biotechnology
SKN.AX,Skin Elements Limited,7243260,0.006,Household & Personal Products
ACU.AX,Acumentis Group Limited,18393791,0.082,Real Estate Services
PVT.AX,Pivotal Metals Limited,14515614,0.016,Other Industrial Metals & Mining
CR9.AX,Corella Resources Ltd,18290057,0.011,Other Industrial Metals & Mining
EME.AX,Energy Metals Limited,18242448,0.087,Uranium
IR1.AX,IRIS Metals Limited,18234321,0.064,Gold
GSS.AX,Genetic Signatures Limited,17489690,0.077,Diagnostics & Research
EPX.AX,EPX Limited,141491130,0.22,Software - Infrastructure
RRR.AX,Revolver Resources Holdings Ltd,18133396,0.059,Copper
SDV.AX,SciDev Limited,18058415,0.095,Specialty Chemicals
SSH.AX,SSH Group Limited,13398083,0.165,Specialty Business Services
FZR.AX,Fitzroy River Corporation Limited,17812451,0.165,Oil & Gas Exploration & Production
LM1.AX,Leeuwin Metals Ltd,13678595,0.137,Other Industrial Metals & Mining
SEQ.AX,Sequoia Financial Group Limited,17773413,0.145,Financial Conglomerates
EMB.AX,Embelton Limited,17435485,8.08,Building Products & Equipment
WAK.AX,WA Kaolin Limited,17454450,0.025,Other Industrial Metals & Mining
FUL.AX,Fulcrum Lithium Ltd,17433000,0.13,Other Industrial Metals & Mining
IS3.AX,I Synergy Group Limited,3179163,0.01,Advertising Agencies
RC1.AX,Redcastle Resources Limited,108822065,0.145,Gold
AQX.AX,Alice Queen Limited,12055760,0.008,Other Industrial Metals & Mining
TIA.AX,Tian An Australia Limited,17321766,0.2,Real Estate - Development
I88.AX,Infini Resources Limited,18936266,0.16,Other Industrial Metals & Mining
APL.AX,Associate Global Partners Limited,17262720,0.3,Asset Management
HOR.AX,Horseshoe Metals Limited,17227207,0.023,Other Industrial Metals & Mining
RMXO.AX,Red Mountain Mining Limited,,0.006,
IDT.AX,IDT Australia Limited,17097023,0.04,Drug Manufacturers - Specialty & Generic
TNY.AX,Tinybeans Group Limited,14117882,0.093,Internet Content & Information
CC9.AX,Chariot Resources Ltd,18151346,0.076,Other Industrial Metals & Mining
ADD.AX,Adavale Resources Limited,10039750,0.05,Uranium
GNM.AX,Great Northern Minerals Limited,5332487,0.033,Gold
HPR.AX,High Peak Royalties Limited,12513583,0.06,Oil & Gas Exploration & Production
TRM.AX,Truscott Mining Corporation Limited,16667708,0.078,Gold
BAK.AX,Barkly Rare Earths Limited,16250000,0.205,Other Industrial Metals & Mining
BAKO.AX,Barkly Rare Earths Limited,,0.048,Metal Mining
IRD.AX,Iron Road Limited,16643856,0.02,Steel
BLU.AX,Blue Energy Limited,16565855,0.005,Oil & Gas Exploration & Production
MHC.AX,Manhattan Gold Corporation Limited,14048764,0.025,Gold
OLL.AX,OpenLearning Limited,9123083,0.021,Software - Application
NSX:DNK.AX,Danakali Limited,,0.045,Metal Mining
IPD.AX,ImpediMed Limited,16309981,0.008,Medical Devices
JAT.AX,Jatcorp Limited,12091401,0.145,Packaged Foods
BUX.AX,Buxton Resources Limited,11928229,0.038,Other Industrial Metals & Mining
LPE.AX,Locality Planning Energy Holdings Limited,16253575,0.089,Utilities - Regulated Electric
ICR.AX,Intelicare Holdings Limited,12290889,0.026,Health Information Services
RMX.AX,Red Mountain Mining Limited,7994153,0.015,Gold
TAR.AX,Taruga Minerals Limited,16122770,0.018,Other Precious Metals & Mining
EAX.AX,Energy Action Limited,16105915,0.4,Specialty Business Services
MLS.AX,Metals Australia Ltd,16097830,0.022,Other Industrial Metals & Mining
CXZ.AX,Connexion Mobility Ltd,18535271,0.023,Software - Application
CHL.AX,Camplify Holdings Limited,13902371,0.195,Internet Content & Information
AHF.AX,Australian Dairy Nutritionals Limited,16011056,0.021,Packaged Foods
ML8.AX,Moonlight Resources Limited,15994083,0.165,Gold
SPQ.AX,Superior Resources Limited,15844020,0.006,Other Industrial Metals & Mining
XST.AX,Xstate Resources Limited,4830057,0.033,Oil & Gas Exploration & Production
TLM.AX,Talisman Mining Limited,15818909,0.085,Other Precious Metals & Mining
ADY.AX,Admiralty Resources NL,15776877,0.006,Other Industrial Metals & Mining
MEX.AX,Minerals Exploration Limited,16316473,0.085,Gold
SCN.AX,Scorpion Minerals Limited,15727599,0.029,Other Precious Metals & Mining
AVA.AX,AVA Risk Group Limited,15719346,0.056,Security & Protection Services
KAM.AX,K2 Asset Management Holdings Ltd,15670538,0.065,Asset Management
BRX.AX,Belararox Limited,9497275,0.059,Other Precious Metals & Mining
VMSO.AX,Venari Minerals NL,,0.002,"Mining and Quarrying Of Nonmetallic Minerals, except Fuels"
SIS.AX,Simble Solutions Limited,8948310,0.007,Software - Application
BHL.AX,Black Horse Mining Limited,15515764,0.24,Gold
BM8.AX,Battery Age Minerals Ltd,10453240,0.07,Other Industrial Metals & Mining
RNV.AX,ReNerve Limited,,0.0885,
FL1.AX,First Lithium Limited,15214305,0.14,Other Industrial Metals & Mining
MXO.AX,Motio Limited,15197856,0.048,Advertising Agencies
VMS.AX,Venari Minerals NL,147954291,0.14,Other Industrial Metals & Mining
MAG.AX,Magmatic Resources Limited,14062468,0.028,Gold
BRU.AX,Buru Energy Limited,10787400,0.013,Oil & Gas Exploration & Production
TMX.AX,Terrain Minerals Limited,15011227,0.004,Gold
CBY.AX,Canterbury Resources Limited,10322455,0.055,Other Precious Metals & Mining
MGA.AX,MetalsGrove Mining Limited,10546318,0.099,Other Industrial Metals & Mining
TGH.AX,Terragen Holdings Limited,8446926,0.018,Agricultural Inputs
ECP.AX,ECP Emerging Growth Limited,14709413,0.795,Asset Management
FG1.AX,Flynn Gold Limited,9061368,0.024,Gold
FG1OA.AX,Flynn Gold Limited,,0.003,Gold And Silver Ores
FMR.AX,FMR Resources Limited,14604332,0.29,Internet Content & Information
KAL.AX,Kalgoorlie Gold Mining Limited,14587846,0.032,Gold
AKG.AX,Academies Australasia Group Limited,14587591,0.11,Education & Training Services
LU7.AX,Lithium Universe Limited,14544990,0.009,Other Industrial Metals & Mining
BOA.AX,BOA Resources Limited,6048600,0.051,Other Industrial Metals & Mining
NTI.AX,Neurotech International Limited,12123578,0.012,Biotechnology
GRL.AX,Godolphin Resources Limited,6737155,0.017,Other Precious Metals & Mining
EGA.AX,Eastern Gas Corporation Limited,,0.16,Other
AFL.AX,AF Legal Group Limited,14374013,0.155,Personal Services
RRE.AX,Right Resources Limited,13409119,0.125,Gold
GT1.AX,Green Technology Metals Limited,12141675,0.022,Other Industrial Metals & Mining
AKA.AX,Aureka Limited,14394930,0.091,Gold
